country_code,country,region,year,cost_healthy_diet_ppp_usd,annual_cost_healthy_diet_usd,cost_vegetables_ppp_usd,cost_fruits_ppp_usd,total_food_components_cost,cost_category,data_quality
404,Kenya,Asia,2018,2.62,956.3000000000001,,,,High Cost,Estimated value
404,Kenya,Asia,2019,2.83,1032.95,,,,High Cost,Estimated value
404,Kenya,Asia,2020,3.09,1127.85,,,,High Cost,Estimated value
404,Kenya,Asia,2021,3.42,1248.3,0.38,0.34,0.72,High Cost,Estimated value
404,Kenya,Asia,2022,3.86,1408.8999999999999,,,,High Cost,Estimated value
404,Kenya,Asia,2023,4.1,1496.4999999999998,,,,High Cost,Estimated value
404,Kenya,Asia,2024,4.26,1554.8999999999999,,,,High Cost,Estimated value
414,Kuwait,Asia,2017,2.13,777.4499999999999,,,,Medium Cost,Estimated value
414,Kuwait,Asia,2018,2.18,795.7,,,,Medium Cost,Estimated value
414,Kuwait,Asia,2019,2.19,799.35,,,,Medium Cost,Estimated value
414,Kuwait,Asia,2020,2.22,810.3000000000001,,,,Medium Cost,Estimated value
414,Kuwait,Asia,2021,2.46,897.9,0.87,0.58,1.45,Medium Cost,Estimated value
414,Kuwait,Asia,2022,2.74,1000.1,,,,Medium Cost,Estimated value
414,Kuwait,Asia,2023,2.93,1069.45,,,,Medium Cost,Estimated value
414,Kuwait,Asia,2024,3.09,1127.85,,,,Medium Cost,Estimated value
417,Kyrgyzstan,Asia,2017,3.23,1178.95,,,,High Cost,Estimated value
417,Kyrgyzstan,Asia,2018,2.98,1087.7,,,,High Cost,Estimated value
417,Kyrgyzstan,Asia,2019,2.94,1073.1,,,,High Cost,Estimated value
417,Kyrgyzstan,Asia,2020,3.21,1171.65,,,,High Cost,Estimated value
417,Kyrgyzstan,Asia,2021,3.36,1226.3999999999999,0.48,0.9,1.38,High Cost,Estimated value
417,Kyrgyzstan,Asia,2022,3.7,1350.5,,,,High Cost,Estimated value
417,Kyrgyzstan,Asia,2023,3.77,1376.05,,,,High Cost,Estimated value
417,Kyrgyzstan,Asia,2024,3.76,1372.3999999999999,,,,High Cost,Estimated value
418,Lao People's Democratic Republic,Asia,2017,3.74,1365.1000000000001,,,,High Cost,Estimated value
418,Lao People's Democratic Republic,Asia,2018,3.77,1376.05,,,,High Cost,Estimated value
418,Lao People's Democratic Republic,Asia,2019,3.91,1427.15,,,,High Cost,Estimated value
418,Lao People's Democratic Republic,Asia,2020,4.22,1540.3,,,,High Cost,Estimated value
418,Lao People's Democratic Republic,Asia,2021,4.33,1580.45,0.73,1.02,1.75,High Cost,Estimated value
418,Lao People's Democratic Republic,Asia,2022,4.6,1678.9999999999998,,,,High Cost,Estimated value
418,Lao People's Democratic Republic,Asia,2023,5.07,1850.5500000000002,,,,High Cost,Estimated value
418,Lao People's Democratic Republic,Asia,2024,5.19,1894.3500000000001,,,,High Cost,Estimated value
428,Latvia,Asia,2017,3.04,1109.6,,,,High Cost,Estimated value
428,Latvia,Asia,2018,3.03,1105.9499999999998,,,,High Cost,Estimated value
428,Latvia,Asia,2019,3.19,1164.35,,,,High Cost,Estimated value
428,Latvia,Asia,2020,3.28,1197.1999999999998,,,,High Cost,Estimated value
428,Latvia,Asia,2021,3.55,1295.75,0.85,0.81,1.6600000000000001,High Cost,Estimated value
428,Latvia,Asia,2022,4.13,1507.45,,,,High Cost,Estimated value
428,Latvia,Asia,2023,4.51,1646.1499999999999,,,,High Cost,Estimated value
428,Latvia,Asia,2024,4.72,1722.8,,,,High Cost,Estimated value
422,Lebanon,Asia,2017,1.71,624.15,,,,High Cost,Estimated value
422,Lebanon,Asia,2018,1.86,678.9000000000001,,,,High Cost,Estimated value
422,Lebanon,Asia,2019,1.88,686.1999999999999,,,,High Cost,Estimated value
422,Lebanon,Asia,2020,3.15,1149.75,,,,High Cost,Estimated value
422,Lebanon,Asia,2021,3.71,1354.15,0.41,0.74,1.15,High Cost,Estimated value
422,Lebanon,Asia,2022,5.58,2036.7,,,,High Cost,Estimated value
422,Lebanon,Asia,2023,6.46,2357.9,,,,High Cost,Estimated value
422,Lebanon,Asia,2024,6.25,2281.25,,,,High Cost,Estimated value
426,Lesotho,Asia,2017,3.59,1310.35,,,,High Cost,Estimated value
426,Lesotho,Asia,2018,3.63,1324.95,,,,High Cost,Estimated value
426,Lesotho,Asia,2019,3.74,1365.1000000000001,,,,High Cost,Estimated value
426,Lesotho,Asia,2020,4.0,1460.0,,,,High Cost,Estimated value
426,Lesotho,Asia,2021,4.31,1573.1499999999999,0.96,0.64,1.6,High Cost,Estimated value
426,Lesotho,Asia,2022,4.68,1708.1999999999998,,,,High Cost,Estimated value
426,Lesotho,Asia,2023,4.96,1810.4,,,,High Cost,Estimated value
426,Lesotho,Asia,2024,5.24,1912.6000000000001,,,,High Cost,Estimated value
430,Liberia,Asia,2017,3.24,1182.6000000000001,,,,High Cost,Estimated value
430,Liberia,Asia,2018,3.3,1204.5,,,,High Cost,Estimated value
430,Liberia,Asia,2019,3.51,1281.1499999999999,,,,High Cost,Estimated value
430,Liberia,Asia,2020,3.78,1379.6999999999998,,,,High Cost,Estimated value
430,Liberia,Asia,2021,3.67,1339.55,1.04,0.4,1.44,High Cost,Estimated value
430,Liberia,Asia,2022,3.94,1438.1,,,,High Cost,Estimated value
430,Liberia,Asia,2023,4.17,1522.05,,,,High Cost,Estimated value
430,Liberia,Asia,2024,4.52,1649.8,,,,High Cost,Estimated value
440,Lithuania,Asia,2017,2.85,1040.25,,,,High Cost,Estimated value
440,Lithuania,Asia,2018,2.87,1047.55,,,,High Cost,Estimated value
440,Lithuania,Asia,2019,3.04,1109.6,,,,High Cost,Estimated value
440,Lithuania,Asia,2020,3.07,1120.55,,,,High Cost,Estimated value
440,Lithuania,Asia,2021,3.12,1138.8,0.88,0.61,1.49,High Cost,Estimated value
440,Lithuania,Asia,2022,3.66,1335.9,,,,High Cost,Estimated value
440,Lithuania,Asia,2023,3.97,1449.0500000000002,,,,High Cost,Estimated value
440,Lithuania,Asia,2024,4.03,1470.95,,,,High Cost,Estimated value
442,Luxembourg,Asia,2017,2.46,897.9,,,,Medium Cost,Estimated value
442,Luxembourg,Asia,2018,2.59,945.3499999999999,,,,Medium Cost,Estimated value
442,Luxembourg,Asia,2019,2.62,956.3000000000001,,,,Medium Cost,Estimated value
442,Luxembourg,Asia,2020,2.62,956.3000000000001,,,,Medium Cost,Estimated value
442,Luxembourg,Asia,2021,2.65,967.25,0.72,0.76,1.48,Medium Cost,Estimated value
442,Luxembourg,Asia,2022,2.95,1076.75,,,,Medium Cost,Estimated value
442,Luxembourg,Asia,2023,3.27,1193.55,,,,Medium Cost,Estimated value
442,Luxembourg,Asia,2024,3.37,1230.05,,,,Medium Cost,Estimated value
450,Madagascar,Asia,2017,3.08,1124.2,,,,High Cost,Estimated value
450,Madagascar,Asia,2018,3.18,1160.7,,,,High Cost,Estimated value
450,Madagascar,Asia,2019,3.21,1171.65,,,,High Cost,Estimated value
450,Madagascar,Asia,2020,3.2,1168.0,,,,High Cost,Estimated value
450,Madagascar,Asia,2021,3.34,1219.1,0.41,0.43,0.84,High Cost,Estimated value
450,Madagascar,Asia,2022,3.65,1332.25,,,,High Cost,Estimated value
450,Madagascar,Asia,2023,3.87,1412.55,,,,High Cost,Estimated value
450,Madagascar,Asia,2024,3.96,1445.4,,,,High Cost,Estimated value
454,Malawi,Asia,2017,2.38,868.6999999999999,,,,High Cost,Estimated value
454,Malawi,Asia,2018,2.52,919.8,,,,High Cost,Estimated value
454,Malawi,Asia,2019,2.77,1011.05,,,,High Cost,Estimated value
454,Malawi,Asia,2020,3.09,1127.85,,,,High Cost,Estimated value
454,Malawi,Asia,2021,3.43,1251.95,0.42,0.37,0.79,High Cost,Estimated value
454,Malawi,Asia,2022,3.88,1416.2,,,,High Cost,Estimated value
454,Malawi,Asia,2023,4.29,1565.85,,,,High Cost,Estimated value
454,Malawi,Asia,2024,4.64,1693.6,,,,High Cost,Estimated value
458,Malaysia,Asia,2017,3.1,1131.5,,,,High Cost,Estimated value
458,Malaysia,Asia,2018,3.2,1168.0,,,,High Cost,Estimated value
458,Malaysia,Asia,2019,3.3,1204.5,,,,High Cost,Estimated value
458,Malaysia,Asia,2020,3.43,1251.95,,,,High Cost,Estimated value
458,Malaysia,Asia,2021,3.52,1284.8,0.73,0.88,1.6099999999999999,High Cost,Estimated value
458,Malaysia,Asia,2022,3.89,1419.8500000000001,,,,High Cost,Estimated value
458,Malaysia,Asia,2023,4.15,1514.7500000000002,,,,High Cost,Estimated value
458,Malaysia,Asia,2024,4.27,1558.55,,,,High Cost,Estimated value
462,Maldives,Asia,2017,3.36,1226.3999999999999,,,,High Cost,Estimated value
462,Maldives,Asia,2018,3.34,1219.1,,,,High Cost,Estimated value
462,Maldives,Asia,2019,3.28,1197.1999999999998,,,,High Cost,Estimated value
462,Maldives,Asia,2020,3.33,1215.45,,,,High Cost,Estimated value
462,Maldives,Asia,2021,3.39,1237.3500000000001,1.08,0.85,1.9300000000000002,High Cost,Estimated value
462,Maldives,Asia,2022,3.74,1365.1000000000001,,,,High Cost,Estimated value
462,Maldives,Asia,2023,4.01,1463.6499999999999,,,,High Cost,Estimated value
462,Maldives,Asia,2024,4.3,1569.5,,,,High Cost,Estimated value
466,Mali,Asia,2017,2.97,1084.0500000000002,,,,High Cost,Estimated value
466,Mali,Asia,2018,2.96,1080.4,,,,High Cost,Estimated value
466,Mali,Asia,2019,2.97,1084.0500000000002,,,,High Cost,Estimated value
466,Mali,Asia,2020,3.04,1109.6,,,,High Cost,Estimated value
466,Mali,Asia,2021,3.16,1153.4,0.47,0.35,0.82,High Cost,Estimated value
466,Mali,Asia,2022,3.56,1299.4,,,,High Cost,Estimated value
466,Mali,Asia,2023,3.72,1357.8000000000002,,,,High Cost,Estimated value
466,Mali,Asia,2024,3.86,1408.8999999999999,,,,High Cost,Estimated value
470,Malta,Asia,2017,3.35,1222.75,,,,High Cost,Estimated value
470,Malta,Asia,2018,3.49,1273.8500000000001,,,,High Cost,Estimated value
470,Malta,Asia,2019,3.75,1368.75,,,,High Cost,Estimated value
470,Malta,Asia,2020,3.74,1365.1000000000001,,,,High Cost,Estimated value
470,Malta,Asia,2021,3.79,1383.35,0.79,1.06,1.85,High Cost,Estimated value
470,Malta,Asia,2022,4.28,1562.2,,,,High Cost,Estimated value
470,Malta,Asia,2023,4.66,1700.9,,,,High Cost,Estimated value
470,Malta,Asia,2024,4.89,1784.85,,,,High Cost,Estimated value
478,Mauritania,Asia,2017,3.86,1408.8999999999999,,,,High Cost,Estimated value
478,Mauritania,Asia,2018,3.92,1430.8,,,,High Cost,Estimated value
478,Mauritania,Asia,2019,4.02,1467.3,,,,High Cost,Estimated value
478,Mauritania,Asia,2020,4.13,1507.45,,,,High Cost,Estimated value
478,Mauritania,Asia,2021,4.43,1616.9499999999998,0.9,0.92,1.82,High Cost,Estimated value
478,Mauritania,Asia,2022,5.04,1839.6,,,,High Cost,Estimated value
478,Mauritania,Asia,2023,5.28,1927.2,,,,High Cost,Estimated value
478,Mauritania,Asia,2024,5.4,1971.0000000000002,,,,High Cost,Estimated value
480,Mauritius,Asia,2017,3.38,1233.7,,,,High Cost,Estimated value
480,Mauritius,Asia,2018,3.41,1244.65,,,,High Cost,Estimated value
480,Mauritius,Asia,2019,3.46,1262.9,,,,High Cost,Estimated value
480,Mauritius,Asia,2020,3.64,1328.6000000000001,,,,High Cost,Estimated value
480,Mauritius,Asia,2021,3.77,1376.05,1.26,0.49,1.75,High Cost,Estimated value
480,Mauritius,Asia,2022,4.21,1536.65,,,,High Cost,Estimated value
480,Mauritius,Asia,2023,4.42,1613.3,,,,High Cost,Estimated value
480,Mauritius,Asia,2024,4.72,1722.8,,,,High Cost,Estimated value
484,Mexico,Asia,2017,2.9,1058.5,,,,High Cost,Estimated value
484,Mexico,Asia,2018,2.97,1084.0500000000002,,,,High Cost,Estimated value
484,Mexico,Asia,2019,2.98,1087.7,,,,High Cost,Estimated value
484,Mexico,Asia,2020,3.07,1120.55,,,,High Cost,Estimated value
484,Mexico,Asia,2021,3.27,1193.55,0.79,0.57,1.3599999999999999,High Cost,Estimated value
484,Mexico,Asia,2022,3.85,1405.25,,,,High Cost,Estimated value
484,Mexico,Asia,2023,4.2,1533.0,,,,High Cost,Estimated value
484,Mexico,Asia,2024,4.41,1609.65,,,,High Cost,Estimated value
496,Mongolia,Asia,2017,4.11,1500.15,,,,High Cost,Estimated value
496,Mongolia,Asia,2018,4.26,1554.8999999999999,,,,High Cost,Estimated value
496,Mongolia,Asia,2019,4.56,1664.3999999999999,,,,High Cost,Estimated value
496,Mongolia,Asia,2020,5.01,1828.6499999999999,,,,High Cost,Estimated value
496,Mongolia,Asia,2021,5.55,2025.75,0.9,2.5,3.4,High Cost,Estimated value
496,Mongolia,Asia,2022,6.17,2252.05,,,,High Cost,Estimated value
496,Mongolia,Asia,2023,6.74,2460.1,,,,High Cost,Estimated value
496,Mongolia,Asia,2024,7.02,2562.2999999999997,,,,High Cost,Estimated value
499,Montenegro,Asia,2017,3.21,1171.65,,,,High Cost,Estimated value
499,Montenegro,Asia,2018,3.24,1182.6000000000001,,,,High Cost,Estimated value
499,Montenegro,Asia,2019,3.49,1273.8500000000001,,,,High Cost,Estimated value
499,Montenegro,Asia,2020,3.43,1251.95,,,,High Cost,Estimated value
499,Montenegro,Asia,2021,3.63,1324.95,0.88,0.69,1.5699999999999998,High Cost,Estimated value
499,Montenegro,Asia,2022,4.4,1606.0000000000002,,,,High Cost,Estimated value
499,Montenegro,Asia,2023,4.74,1730.1000000000001,,,,High Cost,Estimated value
499,Montenegro,Asia,2024,4.78,1744.7,,,,High Cost,Estimated value
504,Morocco,Asia,2017,2.63,959.9499999999999,,,,High Cost,Estimated value
504,Morocco,Asia,2018,2.5,912.5,,,,High Cost,Estimated value
504,Morocco,Asia,2019,2.47,901.5500000000001,,,,High Cost,Estimated value
504,Morocco,Asia,2020,2.47,901.5500000000001,,,,High Cost,Estimated value
504,Morocco,Asia,2021,2.76,1007.4,0.52,0.45,0.97,High Cost,Estimated value
504,Morocco,Asia,2022,3.11,1135.1499999999999,,,,High Cost,Estimated value
504,Morocco,Asia,2023,3.45,1259.25,,,,High Cost,Estimated value
504,Morocco,Asia,2024,3.54,1292.1,,,,High Cost,Estimated value
508,Mozambique,Asia,2017,2.74,1000.1,,,,High Cost,Estimated value
508,Mozambique,Asia,2018,2.71,989.15,,,,High Cost,Estimated value
508,Mozambique,Asia,2019,2.77,1011.05,,,,High Cost,Estimated value
508,Mozambique,Asia,2020,2.93,1069.45,,,,High Cost,Estimated value
508,Mozambique,Asia,2021,3.23,1178.95,0.54,0.22,0.76,High Cost,Estimated value
508,Mozambique,Asia,2022,3.57,1303.05,,,,High Cost,Estimated value
508,Mozambique,Asia,2023,3.81,1390.65,,,,High Cost,Estimated value
508,Mozambique,Asia,2024,4.14,1511.1,,,,High Cost,Estimated value
104,Myanmar,Africa,2017,3.56,1299.4,,,,Medium Cost,Estimated value
104,Myanmar,Africa,2018,3.7,1350.5,,,,Medium Cost,Estimated value
104,Myanmar,Africa,2019,3.93,1434.45,,,,Medium Cost,Estimated value
104,Myanmar,Africa,2020,3.96,1445.4,,,,Medium Cost,Estimated value
104,Myanmar,Africa,2021,3.64,1328.6000000000001,,,,Medium Cost,Estimated value
104,Myanmar,Africa,2022,3.88,1416.2,,,,Medium Cost,Estimated value
104,Myanmar,Africa,2023,3.72,1357.8000000000002,,,,Medium Cost,Estimated value
104,Myanmar,Africa,2024,3.49,1273.8500000000001,,,,Medium Cost,Estimated value
516,Namibia,Asia,2017,3.26,1189.8999999999999,,,,High Cost,Estimated value
516,Namibia,Asia,2018,3.26,1189.8999999999999,,,,High Cost,Estimated value
516,Namibia,Asia,2019,3.33,1215.45,,,,High Cost,Estimated value
516,Namibia,Asia,2020,3.51,1281.1499999999999,,,,High Cost,Estimated value
516,Namibia,Asia,2021,3.75,1368.75,0.95,0.66,1.6099999999999999,High Cost,Estimated value
516,Namibia,Asia,2022,4.11,1500.15,,,,High Cost,Estimated value
516,Namibia,Asia,2023,4.5,1642.5,,,,High Cost,Estimated value
516,Namibia,Asia,2024,4.67,1704.55,,,,High Cost,Estimated value
524,Nepal,Asia,2017,3.35,1222.75,,,,High Cost,Estimated value
524,Nepal,Asia,2018,3.32,1211.8,,,,High Cost,Estimated value
524,Nepal,Asia,2019,3.36,1226.3999999999999,,,,High Cost,Estimated value
524,Nepal,Asia,2020,3.51,1281.1499999999999,,,,High Cost,Estimated value
524,Nepal,Asia,2021,3.62,1321.3,0.78,0.71,1.49,High Cost,Estimated value
524,Nepal,Asia,2022,3.89,1419.8500000000001,,,,High Cost,Estimated value
524,Nepal,Asia,2023,4.01,1463.6499999999999,,,,High Cost,Estimated value
524,Nepal,Asia,2024,4.2,1533.0,,,,High Cost,Estimated value
528,Netherlands (Kingdom of the),Asia,2017,2.21,806.65,,,,Medium Cost,Estimated value
528,Netherlands (Kingdom of the),Asia,2018,2.27,828.55,,,,Medium Cost,Estimated value
528,Netherlands (Kingdom of the),Asia,2019,2.39,872.35,,,,Medium Cost,Estimated value
528,Netherlands (Kingdom of the),Asia,2020,2.49,908.85,,,,Medium Cost,Estimated value
528,Netherlands (Kingdom of the),Asia,2021,2.54,927.1,0.59,0.69,1.2799999999999998,Medium Cost,Estimated value
528,Netherlands (Kingdom of the),Asia,2022,2.9,1058.5,,,,Medium Cost,Estimated value
528,Netherlands (Kingdom of the),Asia,2023,3.13,1142.45,,,,Medium Cost,Estimated value
528,Netherlands (Kingdom of the),Asia,2024,3.17,1157.05,,,,Medium Cost,Estimated value
554,New Zealand,Asia,2017,2.65,967.25,,,,High Cost,Estimated value
554,New Zealand,Asia,2018,2.57,938.05,,,,High Cost,Estimated value
554,New Zealand,Asia,2019,2.7,985.5000000000001,,,,High Cost,Estimated value
554,New Zealand,Asia,2020,2.83,1032.95,,,,High Cost,Estimated value
554,New Zealand,Asia,2021,2.86,1043.8999999999999,0.61,0.86,1.47,High Cost,Estimated value
554,New Zealand,Asia,2022,3.28,1197.1999999999998,,,,High Cost,Estimated value
554,New Zealand,Asia,2023,3.56,1299.4,,,,High Cost,Estimated value
554,New Zealand,Asia,2024,3.56,1299.4,,,,High Cost,Estimated value
558,Nicaragua,Asia,2017,3.72,1357.8000000000002,,,,,Estimated value
558,Nicaragua,Asia,2018,3.73,1361.45,,,,,Estimated value
558,Nicaragua,Asia,2019,3.78,1379.6999999999998,,,,,Estimated value
558,Nicaragua,Asia,2020,3.89,1419.8500000000001,,,,,Estimated value
558,Nicaragua,Asia,2021,4.06,1481.8999999999999,0.89,0.54,1.4300000000000002,,Estimated value
558,Nicaragua,Asia,2022,4.59,1675.35,,,,,Estimated value
558,Nicaragua,Asia,2023,4.9,1788.5000000000002,,,,,Estimated value
562,Niger,Asia,2017,3.25,1186.25,,,,High Cost,Estimated value
562,Niger,Asia,2018,3.27,1193.55,,,,High Cost,Estimated value
562,Niger,Asia,2019,3.34,1219.1,,,,High Cost,Estimated value
562,Niger,Asia,2020,3.6,1314.0,,,,High Cost,Estimated value
562,Niger,Asia,2021,4.02,1467.3,0.53,0.81,1.34,High Cost,Estimated value
562,Niger,Asia,2022,4.48,1635.2,,,,High Cost,Estimated value
562,Niger,Asia,2023,4.68,1708.1999999999998,,,,High Cost,Estimated value
562,Niger,Asia,2024,4.98,1817.7,,,,High Cost,Estimated value
566,Nigeria,Asia,2017,2.78,1014.6999999999999,,,,High Cost,Estimated value
566,Nigeria,Asia,2018,2.96,1080.4,,,,High Cost,Estimated value
566,Nigeria,Asia,2019,3.16,1153.4,,,,High Cost,Estimated value
566,Nigeria,Asia,2020,3.41,1244.65,,,,High Cost,Estimated value
566,Nigeria,Asia,2021,3.76,1372.3999999999999,0.8,0.37,1.17,High Cost,Estimated value
566,Nigeria,Asia,2022,4.12,1503.8,,,,High Cost,Estimated value
566,Nigeria,Asia,2023,4.39,1602.35,,,,High Cost,Estimated value
566,Nigeria,Asia,2024,4.72,1722.8,,,,High Cost,Estimated value
807,North Macedonia,Europe,2017,3.29,1200.85,,,,High Cost,Estimated value
807,North Macedonia,Europe,2018,3.3,1204.5,,,,High Cost,Estimated value
807,North Macedonia,Europe,2019,3.48,1270.2,,,,High Cost,Estimated value
807,North Macedonia,Europe,2020,3.51,1281.1499999999999,,,,High Cost,Estimated value
807,North Macedonia,Europe,2021,3.84,1401.6,0.77,0.78,1.55,High Cost,Estimated value
807,North Macedonia,Europe,2022,4.47,1631.55,,,,High Cost,Estimated value
807,North Macedonia,Europe,2023,4.74,1730.1000000000001,,,,High Cost,Estimated value
807,North Macedonia,Europe,2024,4.85,1770.2499999999998,,,,High Cost,Estimated value
578,Norway,Asia,2017,3.32,1211.8,,,,High Cost,Estimated value
578,Norway,Asia,2018,3.43,1251.95,,,,High Cost,Estimated value
578,Norway,Asia,2019,3.53,1288.4499999999998,,,,High Cost,Estimated value
578,Norway,Asia,2020,3.61,1317.6499999999999,,,,High Cost,Estimated value
578,Norway,Asia,2021,3.63,1324.95,0.93,0.78,1.71,High Cost,Estimated value
578,Norway,Asia,2022,3.98,1452.7,,,,High Cost,Estimated value
578,Norway,Asia,2023,4.33,1580.45,,,,High Cost,Estimated value
578,Norway,Asia,2024,4.55,1660.75,,,,High Cost,Estimated value
512,Oman,Asia,2017,2.29,835.85,,,,Medium Cost,Estimated value
512,Oman,Asia,2018,2.39,872.35,,,,Medium Cost,Estimated value
512,Oman,Asia,2019,2.49,908.85,,,,Medium Cost,Estimated value
512,Oman,Asia,2020,2.48,905.2,,,,Medium Cost,Estimated value
512,Oman,Asia,2021,2.45,894.2500000000001,0.44,0.41,0.85,Medium Cost,Estimated value
512,Oman,Asia,2022,2.7,985.5000000000001,,,,Medium Cost,Estimated value
512,Oman,Asia,2023,2.87,1047.55,,,,Medium Cost,Estimated value
512,Oman,Asia,2024,3.03,1105.9499999999998,,,,Medium Cost,Estimated value
586,Pakistan,Asia,2017,2.97,1084.0500000000002,,,,High Cost,Estimated value
586,Pakistan,Asia,2018,2.91,1062.15,,,,High Cost,Estimated value
586,Pakistan,Asia,2019,2.95,1076.75,,,,High Cost,Estimated value
586,Pakistan,Asia,2020,3.18,1160.7,,,,High Cost,Estimated value
586,Pakistan,Asia,2021,3.3,1204.5,0.39,0.77,1.1600000000000001,High Cost,Estimated value
586,Pakistan,Asia,2022,3.7,1350.5,,,,High Cost,Estimated value
586,Pakistan,Asia,2023,4.08,1489.2,,,,High Cost,Estimated value
586,Pakistan,Asia,2024,3.95,1441.75,,,,High Cost,Estimated value
275,Palestine,Americas,2017,2.52,919.8,,,,Medium Cost,Estimated value
275,Palestine,Americas,2018,2.65,967.25,,,,Medium Cost,Estimated value
275,Palestine,Americas,2019,2.76,1007.4,,,,Medium Cost,Estimated value
275,Palestine,Americas,2020,2.77,1011.05,,,,Medium Cost,Estimated value
275,Palestine,Americas,2021,2.72,992.8000000000001,0.45,0.48,0.9299999999999999,Medium Cost,Estimated value
275,Palestine,Americas,2022,3.03,1105.9499999999998,,,,Medium Cost,Estimated value
275,Palestine,Americas,2023,3.16,1153.4,,,,Medium Cost,Estimated value
275,Palestine,Americas,2024,3.33,1215.45,,,,Medium Cost,Estimated value
591,Panama,Asia,2017,4.19,1529.3500000000001,,,,High Cost,Estimated value
591,Panama,Asia,2018,3.88,1416.2,,,,High Cost,Estimated value
591,Panama,Asia,2019,3.78,1379.6999999999998,,,,High Cost,Estimated value
591,Panama,Asia,2020,3.65,1332.25,,,,High Cost,Estimated value
591,Panama,Asia,2021,3.63,1324.95,0.92,0.62,1.54,High Cost,Estimated value
591,Panama,Asia,2022,3.96,1445.4,,,,High Cost,Estimated value
591,Panama,Asia,2023,4.2,1533.0,,,,High Cost,Estimated value
591,Panama,Asia,2024,4.34,1584.1,,,,High Cost,Estimated value
600,Paraguay,Europe,2017,3.74,1365.1000000000001,,,,High Cost,Estimated value
600,Paraguay,Europe,2018,3.73,1361.45,,,,High Cost,Estimated value
600,Paraguay,Europe,2019,3.71,1354.15,,,,High Cost,Estimated value
600,Paraguay,Europe,2020,3.73,1361.45,,,,High Cost,Estimated value
600,Paraguay,Europe,2021,3.95,1441.75,0.97,0.7,1.67,High Cost,Estimated value
600,Paraguay,Europe,2022,4.47,1631.55,,,,High Cost,Estimated value
600,Paraguay,Europe,2023,4.71,1719.15,,,,High Cost,Estimated value
600,Paraguay,Europe,2024,5.04,1839.6,,,,High Cost,Estimated value
604,Peru,Europe,2017,3.25,1186.25,,,,High Cost,Estimated value
604,Peru,Europe,2018,3.19,1164.35,,,,High Cost,Estimated value
604,Peru,Europe,2019,3.24,1182.6000000000001,,,,High Cost,Estimated value
604,Peru,Europe,2020,3.34,1219.1,,,,High Cost,Estimated value
604,Peru,Europe,2021,3.5,1277.5,0.6,0.61,1.21,High Cost,Estimated value
604,Peru,Europe,2022,3.94,1438.1,,,,High Cost,Estimated value
604,Peru,Europe,2023,4.3,1569.5,,,,High Cost,Estimated value
604,Peru,Europe,2024,4.34,1584.1,,,,High Cost,Estimated value
608,Philippines,Europe,2017,3.26,1189.8999999999999,,,,High Cost,Estimated value
608,Philippines,Europe,2018,3.4,1241.0,,,,High Cost,Estimated value
608,Philippines,Europe,2019,3.47,1266.5500000000002,,,,High Cost,Estimated value
608,Philippines,Europe,2020,3.55,1295.75,,,,High Cost,Estimated value
608,Philippines,Europe,2021,3.73,1361.45,0.99,0.74,1.73,High Cost,Estimated value
608,Philippines,Europe,2022,3.97,1449.0500000000002,,,,High Cost,Estimated value
608,Philippines,Europe,2023,4.21,1536.65,,,,High Cost,Estimated value
608,Philippines,Europe,2024,4.39,1602.35,,,,High Cost,Estimated value
616,Poland,Europe,2017,2.95,1076.75,,,,High Cost,Estimated value
616,Poland,Europe,2018,3.03,1105.9499999999998,,,,High Cost,Estimated value
616,Poland,Europe,2019,3.25,1186.25,,,,High Cost,Estimated value
616,Poland,Europe,2020,3.38,1233.7,,,,High Cost,Estimated value
616,Poland,Europe,2021,3.35,1222.75,1.03,0.63,1.6600000000000001,High Cost,Estimated value
616,Poland,Europe,2022,3.8,1387.0,,,,High Cost,Estimated value
616,Poland,Europe,2023,4.04,1474.6,,,,High Cost,Estimated value
616,Poland,Europe,2024,4.14,1511.1,,,,High Cost,Estimated value
620,Portugal,Europe,2017,2.64,963.6,,,,High Cost,Estimated value
620,Portugal,Europe,2018,2.73,996.45,,,,High Cost,Estimated value
620,Portugal,Europe,2019,2.85,1040.25,,,,High Cost,Estimated value
620,Portugal,Europe,2020,2.87,1047.55,,,,High Cost,Estimated value
620,Portugal,Europe,2021,2.99,1091.3500000000001,0.82,0.62,1.44,High Cost,Estimated value
620,Portugal,Europe,2022,3.51,1281.1499999999999,,,,High Cost,Estimated value
620,Portugal,Europe,2023,3.82,1394.3,,,,High Cost,Estimated value
620,Portugal,Europe,2024,3.93,1434.45,,,,High Cost,Estimated value
634,Qatar,Europe,2017,2.32,846.8,,,,Medium Cost,Estimated value
634,Qatar,Europe,2018,2.43,886.95,,,,Medium Cost,Estimated value
634,Qatar,Europe,2019,2.45,894.2500000000001,,,,Medium Cost,Estimated value
634,Qatar,Europe,2020,2.44,890.6,,,,Medium Cost,Estimated value
634,Qatar,Europe,2021,2.35,857.75,0.43,0.41,0.84,Medium Cost,Estimated value
634,Qatar,Europe,2022,2.52,919.8,,,,Medium Cost,Estimated value
634,Qatar,Europe,2023,2.58,941.7,,,,Medium Cost,Estimated value
634,Qatar,Europe,2024,2.66,970.9000000000001,,,,Medium Cost,Estimated value
410,Republic of Korea,Asia,2017,4.73,1726.45,,,,High Cost,Estimated value
410,Republic of Korea,Asia,2018,4.92,1795.8,,,,High Cost,Estimated value
